Token,Weirdness
герменевтический,0.0
дискурс,0.0
критико-аналитический,0
культурно-символический,0
мировоззрение,0.0
хайдеггер,0
бытие,0
онтология,0
постав,0
объективизация,0.0
утилитаризация,0
симондон,0
критиковать,0.0
технократический,0.0
струментальный,0
медиапейзаж,0
макроуровень,0.0
микроуровень,0.0
личностный,0.0
онто,0
инструментализация,0
трансфора,0.0
прага,0.0
матический,0.0
медиатор,0.0
общесть,0.0
сжать,0
конфи,0
духовный,0.0
гуманистический,0.0
восприниматься,0.0
чело,0.0
подчинённый,0.0
искус,0
киберфизический,0
благо,0.0
нера,0.0
венство,0
взаимосвязанность,0.0
тиворечивый,0
стано,0.0
виться,0.0
формить,0.0
моральный,0.0
ственность,0
регулиро,0
максимизируют,0
невоз,0
тенциал,0.0
технонаучный,0
цивилизация,0.0
павленко,0.0
дружба,0.0
народ,0.0
пронькина,0
перенасыщение,0
соколовский,0
хасиева,0
мамфорд,0
игнатьев,0.0
подвид,0.0
тюльпан,0
бахриддин,0
нууза,0
латентный,0.0
признаковый,0
сведа,0.0
градация,0.0
казатель,0.0
ние,0.0
медиана,0.0
гипершар,0
нетипичный,0.0
далёкий,0.0
связанность,0
несферический,0
высый,0.0
сформить,0
агломеративный,0
классовый,0
межклассовый,0
рован,0.0
згуральский,0
разграничение,0.0
ботчик,0
поддерживаемость,0
терновый,0
переносимость,0.0
концептуализировать,0
гексагональный,0.0
луковый,0
арх,0
тектур,0
тификация,0
намеренный,0.0
инкапсуляция,0
процедурный,0.0
чении,0.0
архитечь,0
турна,0
системат,0
изация,0.0
установочный,0.0
иллюстрироваться,0
межуровневый,0
взаимода,0
йствие,0.0
квантификация,0
импл,0
ментации,0
лидация,0
фундаменталь,0
детерминировать,0.0
дизайн-паттерн,0
реш,0.0
кретный,0
посреда,0.0
регламентация,0.0
медиаторный,0.0
бизнеслогика,0
нёкий,0.0
торое,0.0
прозрач,0
аудитируемость,0
тёрн,0.0
раммный,0
паттереть,0
типобезопасность,0
реали,0
зации,0.0
выр,0.0
зительный,0
бизнестребование,0
декларативный,0.0
типобезопасный,0
нея,0
зменяемость,0
облечь,0
мокова,0
сформуля,0
предот,0.0
циональный,0.0
радостеть,0
пивоваров,0.0
нуркай,0
патология,0.0
грудной,0.0
нодирахон,0
саидворис,0
магрупов,0
малохата,0.0
талатович,0
рахимберганов,0
зилола,0
махсуджон,0
мирамет,0
бахытбаевич,0
лёгочный,0.0
рентгенология,0.0
диагноз,0.0
рентгенологический,0.0
рентгеноскопия,0.0
флюорография,0.0
рентгенография,0.0
позитронный,0.0
бронхоскопия,0.0
транкоскопия,0
графия,0
обострение,0.0
электролитный,0.0
привычка,0.0
пневмония,0.0
инфильтрация,0.0
фиброз,0.0
гидроторакс,0.0
ателектаз,0.0
пневмоторакс,0.0
эмфизема,0.0
персептрон,0
кохонить,0
